CustomerID,frequency_orders,monetary_total,monetary_mean,monetary_median,recency_days,orders_last_30d,spend_last_30d,orders_last_60d,spend_last_60d,orders_last_90d,spend_last_90d,trend_orders_30_vs_90,trend_spend_30_vs_90,churn,predicted_clv,churn_score,value_score,churn_risk,priority_score,risk_segment,value_segment,segment,top_risk_drivers,top_protective_drivers,model_explanation,recommended_action,action_channel,action_timing,action_reason,campaign_cost,expected_retention_value,expected_profit,estimated_roi,business_explanation,llm_context,llm_prompt
15749,3,44534.3,4453.43,4388.5,144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,47461.44752595917,0.7285009959006666,47461.44752595917,0.7285009959006666,34575.711789548484,HIGH,HIGH,HIGH_VALUE_HIGH_RISK,"monetary_mean, monetary_median, orders_last_60d","monetary_total, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: monetary_mean, monetary_median, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.",offer_discount,email,24h,High value and high churn risk,200.0,34575.711789548484,34375.711789548484,171.87855894774242,"Customer 15749 is classified as HIGH_VALUE_HIGH_RISK. Reason: High value and high churn risk. Recommended action: offer_discount via email within 24h. Churn risk score is 0.73, predicted CLV is 47461. Expected profit is 34376 with estimated ROI of 171.88.","{""customer"": {""customer_id"": 15749, ""segment"": ""HIGH_VALUE_HIGH_RISK""}, ""churn_prediction"": {""churn_score"": 0.7285, ""risk_drivers"": ""monetary_mean, monetary_median, orders_last_60d"", ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"", ""model_explanation"": ""Main churn-risk drivers: monetary_mean, monetary_median, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""}, ""customer_value"": {""predicted_clv"": 47461.45, ""priority_score"": 34575.71}, ""recommended_action"": {""action"": ""offer_discount"", ""channel"": ""email"", ""timing"": ""24h"", ""reason"": ""High value and high churn risk""}, ""business_case"": {""campaign_cost"": 200.0, ""expected_profit"": 34375.71, ""estimated_roi"": 171.88}}","You are a customer retention analyst.

Analyze the following customer information:

{
  ""customer"": {
    ""customer_id"": 15749,
    ""segment"": ""HIGH_VALUE_HIGH_RISK""
  },
  ""churn_prediction"": {
    ""churn_score"": 0.7285,
    ""risk_drivers"": ""monetary_mean, monetary_median, orders_last_60d"",
    ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"",
    ""model_explanation"": ""Main churn-risk drivers: monetary_mean, monetary_median, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""
  },
  ""customer_value"": {
    ""predicted_clv"": 47461.45,
    ""priority_score"": 34575.71
  },
  ""recommended_action"": {
    ""action"": ""offer_discount"",
    ""channel"": ""email"",
    ""timing"": ""24h"",
    ""reason"": ""High value and high churn risk""
  },
  ""business_case"": {
    ""campaign_cost"": 200.0,
    ""expected_profit"": 34375.71,
    ""estimated_roi"": 171.88
  }
}

Provide a short business explanation containing:
1. Why the customer may churn.
2. Why the recommended action is appropriate.
3. What business value may be protected.
4. The most important next step for the retention team.

Use concise, professional business language. Do not invent information that is not present in the customer data."
12346,1,77183.6,77183.6,77183.6,235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,6316.703871347379,1.0,6316.703871347379,1.0,6316.703871347379,HIGH,HIGH,HIGH_VALUE_HIGH_RISK,"monetary_mean, monetary_median, frequency_orders","monetary_total, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: monetary_mean, monetary_median, frequency_orders. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.",offer_discount,email,24h,High value and high churn risk,200.0,6316.703871347379,6116.703871347379,30.583519356736897,"Customer 12346 is classified as HIGH_VALUE_HIGH_RISK. Reason: High value and high churn risk. Recommended action: offer_discount via email within 24h. Churn risk score is 1.00, predicted CLV is 6317. Expected profit is 6117 with estimated ROI of 30.58.","{""customer"": {""customer_id"": 12346, ""segment"": ""HIGH_VALUE_HIGH_RISK""}, ""churn_prediction"": {""churn_score"": 1.0, ""risk_drivers"": ""monetary_mean, monetary_median, frequency_orders"", ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"", ""model_explanation"": ""Main churn-risk drivers: monetary_mean, monetary_median, frequency_orders. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""}, ""customer_value"": {""predicted_clv"": 6316.7, ""priority_score"": 6316.7}, ""recommended_action"": {""action"": ""offer_discount"", ""channel"": ""email"", ""timing"": ""24h"", ""reason"": ""High value and high churn risk""}, ""business_case"": {""campaign_cost"": 200.0, ""expected_profit"": 6116.7, ""estimated_roi"": 30.58}}","You are a customer retention analyst.

Analyze the following customer information:

{
  ""customer"": {
    ""customer_id"": 12346,
    ""segment"": ""HIGH_VALUE_HIGH_RISK""
  },
  ""churn_prediction"": {
    ""churn_score"": 1.0,
    ""risk_drivers"": ""monetary_mean, monetary_median, frequency_orders"",
    ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"",
    ""model_explanation"": ""Main churn-risk drivers: monetary_mean, monetary_median, frequency_orders. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""
  },
  ""customer_value"": {
    ""predicted_clv"": 6316.7,
    ""priority_score"": 6316.7
  },
  ""recommended_action"": {
    ""action"": ""offer_discount"",
    ""channel"": ""email"",
    ""timing"": ""24h"",
    ""reason"": ""High value and high churn risk""
  },
  ""business_case"": {
    ""campaign_cost"": 200.0,
    ""expected_profit"": 6116.7,
    ""estimated_roi"": 30.58
  }
}

Provide a short business explanation containing:
1. Why the customer may churn.
2. Why the recommended action is appropriate.
3. What business value may be protected.
4. The most important next step for the retention team.

Use concise, professional business language. Do not invent information that is not present in the customer data."
16532,2,4516.8,1505.6000000000001,1910.4,45,0.0,0.0,1.0,2606.4,1.0,2606.4,0.5,0.0003835238168290251,0,2841.3460509701763,0.9647939852809452,2841.3460509701763,0.9647939852809452,2741.313580077792,HIGH,HIGH,HIGH_VALUE_HIGH_RISK,"monetary_median, monetary_mean, spend_last_60d","monetary_total, spend_last_90d, recency_days","Main churn-risk drivers: monetary_median, monetary_mean, spend_last_60d. Main factors reducing churn risk: monetary_total, spend_last_90d, recency_days.",offer_discount,email,24h,High value and high churn risk,200.0,2741.313580077792,2541.313580077792,12.70656790038896,"Customer 16532 is classified as HIGH_VALUE_HIGH_RISK. Reason: High value and high churn risk. Recommended action: offer_discount via email within 24h. Churn risk score is 0.96, predicted CLV is 2841. Expected profit is 2541 with estimated ROI of 12.71.","{""customer"": {""customer_id"": 16532, ""segment"": ""HIGH_VALUE_HIGH_RISK""}, ""churn_prediction"": {""churn_score"": 0.9648, ""risk_drivers"": ""monetary_median, monetary_mean, spend_last_60d"", ""protective_drivers"": ""monetary_total, spend_last_90d, recency_days"", ""model_explanation"": ""Main churn-risk drivers: monetary_median, monetary_mean, spend_last_60d. Main factors reducing churn risk: monetary_total, spend_last_90d, recency_days.""}, ""customer_value"": {""predicted_clv"": 2841.35, ""priority_score"": 2741.31}, ""recommended_action"": {""action"": ""offer_discount"", ""channel"": ""email"", ""timing"": ""24h"", ""reason"": ""High value and high churn risk""}, ""business_case"": {""campaign_cost"": 200.0, ""expected_profit"": 2541.31, ""estimated_roi"": 12.71}}","You are a customer retention analyst.

Analyze the following customer information:

{
  ""customer"": {
    ""customer_id"": 16532,
    ""segment"": ""HIGH_VALUE_HIGH_RISK""
  },
  ""churn_prediction"": {
    ""churn_score"": 0.9648,
    ""risk_drivers"": ""monetary_median, monetary_mean, spend_last_60d"",
    ""protective_drivers"": ""monetary_total, spend_last_90d, recency_days"",
    ""model_explanation"": ""Main churn-risk drivers: monetary_median, monetary_mean, spend_last_60d. Main factors reducing churn risk: monetary_total, spend_last_90d, recency_days.""
  },
  ""customer_value"": {
    ""predicted_clv"": 2841.35,
    ""priority_score"": 2741.31
  },
  ""recommended_action"": {
    ""action"": ""offer_discount"",
    ""channel"": ""email"",
    ""timing"": ""24h"",
    ""reason"": ""High value and high churn risk""
  },
  ""business_case"": {
    ""campaign_cost"": 200.0,
    ""expected_profit"": 2541.31,
    ""estimated_roi"": 12.71
  }
}

Provide a short business explanation containing:
1. Why the customer may churn.
2. Why the recommended action is appropriate.
3. What business value may be protected.
4. The most important next step for the retention team.

Use concise, professional business language. Do not invent information that is not present in the customer data."
12435,1,3978.9900000000002,209.4205263157895,152.64000000000001,177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,4278.4016721870785,0.5357266434504037,4278.4016721870785,0.5357266434504037,2292.0537671733778,MEDIUM,HIGH,HIGH_VALUE_MEDIUM_RISK,"frequency_orders, recency_days, orders_last_60d","monetary_total, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.",personal_offer,sales_call,48h,High value with moderate churn risk,120.0,2292.0537671733778,2172.0537671733778,18.10044805977815,"Customer 12435 is classified as HIGH_VALUE_MEDIUM_RISK. Reason: High value with moderate churn risk. Recommended action: personal_offer via sales_call within 48h. Churn risk score is 0.54, predicted CLV is 4278. Expected profit is 2172 with estimated ROI of 18.10.","{""customer"": {""customer_id"": 12435, ""segment"": ""HIGH_VALUE_MEDIUM_RISK""}, ""churn_prediction"": {""churn_score"": 0.5357, ""risk_drivers"": ""frequency_orders, recency_days, orders_last_60d"", ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"", ""model_explanation"": ""Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""}, ""customer_value"": {""predicted_clv"": 4278.4, ""priority_score"": 2292.05}, ""recommended_action"": {""action"": ""personal_offer"", ""channel"": ""sales_call"", ""timing"": ""48h"", ""reason"": ""High value with moderate churn risk""}, ""business_case"": {""campaign_cost"": 120.0, ""expected_profit"": 2172.05, ""estimated_roi"": 18.1}}","You are a customer retention analyst.

Analyze the following customer information:

{
  ""customer"": {
    ""customer_id"": 12435,
    ""segment"": ""HIGH_VALUE_MEDIUM_RISK""
  },
  ""churn_prediction"": {
    ""churn_score"": 0.5357,
    ""risk_drivers"": ""frequency_orders, recency_days, orders_last_60d"",
    ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"",
    ""model_explanation"": ""Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""
  },
  ""customer_value"": {
    ""predicted_clv"": 4278.4,
    ""priority_score"": 2292.05
  },
  ""recommended_action"": {
    ""action"": ""personal_offer"",
    ""channel"": ""sales_call"",
    ""timing"": ""48h"",
    ""reason"": ""High value with moderate churn risk""
  },
  ""business_case"": {
    ""campaign_cost"": 120.0,
    ""expected_profit"": 2172.05,
    ""estimated_roi"": 18.1
  }
}

Provide a short business explanation containing:
1. Why the customer may churn.
2. Why the recommended action is appropriate.
3. What business value may be protected.
4. The most important next step for the retention team.

Use concise, professional business language. Do not invent information that is not present in the customer data."
12409,1,6207.08,96.985625,75.9,92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,7120.843998452335,0.2896721952636575,7120.843998452335,0.2896721952636575,2062.710513161728,LOW,HIGH,HIGH_VALUE_LOW_RISK,"frequency_orders, orders_last_60d, spend_last_90d","monetary_total, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.",loyalty_program,app,7d,High value and low churn risk,60.0,2062.710513161728,2002.7105131617282,33.37850855269547,"Customer 12409 is classified as HIGH_VALUE_LOW_RISK. Reason: High value and low churn risk. Recommended action: loyalty_program via app within 7d. Churn risk score is 0.29, predicted CLV is 7121. Expected profit is 2003 with estimated ROI of 33.38.","{""customer"": {""customer_id"": 12409, ""segment"": ""HIGH_VALUE_LOW_RISK""}, ""churn_prediction"": {""churn_score"": 0.2897, ""risk_drivers"": ""frequency_orders, orders_last_60d, spend_last_90d"", ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"", ""model_explanation"": ""Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""}, ""customer_value"": {""predicted_clv"": 7120.84, ""priority_score"": 2062.71}, ""recommended_action"": {""action"": ""loyalty_program"", ""channel"": ""app"", ""timing"": ""7d"", ""reason"": ""High value and low churn risk""}, ""business_case"": {""campaign_cost"": 60.0, ""expected_profit"": 2002.71, ""estimated_roi"": 33.38}}","You are a customer retention analyst.

Analyze the following customer information:

{
  ""customer"": {
    ""customer_id"": 12409,
    ""segment"": ""HIGH_VALUE_LOW_RISK""
  },
  ""churn_prediction"": {
    ""churn_score"": 0.2897,
    ""risk_drivers"": ""frequency_orders, orders_last_60d, spend_last_90d"",
    ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"",
    ""model_explanation"": ""Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""
  },
  ""customer_value"": {
    ""predicted_clv"": 7120.84,
    ""priority_score"": 2062.71
  },
  ""recommended_action"": {
    ""action"": ""loyalty_program"",
    ""channel"": ""app"",
    ""timing"": ""7d"",
    ""reason"": ""High value and low churn risk""
  },
  ""business_case"": {
    ""campaign_cost"": 60.0,
    ""expected_profit"": 2002.71,
    ""estimated_roi"": 33.38
  }
}

Provide a short business explanation containing:
1. Why the customer may churn.
2. Why the recommended action is appropriate.
3. What business value may be protected.
4. The most important next step for the retention team.

Use concise, professional business language. Do not invent information that is not present in the customer data."
14439,1,2661.24,83.16375,71.10000000000001,229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2975.3722626369345,0.5857027148582333,2975.3722626369345,0.5857027148582333,1742.683611940337,HIGH,HIGH,HIGH_VALUE_HIGH_RISK,"frequency_orders, recency_days, orders_last_60d","monetary_total, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.",offer_discount,email,24h,High value and high churn risk,200.0,1742.683611940337,1542.683611940337,7.713418059701684,"Customer 14439 is classified as HIGH_VALUE_HIGH_RISK. Reason: High value and high churn risk. Recommended action: offer_discount via email within 24h. Churn risk score is 0.59, predicted CLV is 2975. Expected profit is 1543 with estimated ROI of 7.71.","{""customer"": {""customer_id"": 14439, ""segment"": ""HIGH_VALUE_HIGH_RISK""}, ""churn_prediction"": {""churn_score"": 0.5857, ""risk_drivers"": ""frequency_orders, recency_days, orders_last_60d"", ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"", ""model_explanation"": ""Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""}, ""customer_value"": {""predicted_clv"": 2975.37, ""priority_score"": 1742.68}, ""recommended_action"": {""action"": ""offer_discount"", ""channel"": ""email"", ""timing"": ""24h"", ""reason"": ""High value and high churn risk""}, ""business_case"": {""campaign_cost"": 200.0, ""expected_profit"": 1542.68, ""estimated_roi"": 7.71}}","You are a customer retention analyst.

Analyze the following customer information:

{
  ""customer"": {
    ""customer_id"": 14439,
    ""segment"": ""HIGH_VALUE_HIGH_RISK""
  },
  ""churn_prediction"": {
    ""churn_score"": 0.5857,
    ""risk_drivers"": ""frequency_orders, recency_days, orders_last_60d"",
    ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"",
    ""model_explanation"": ""Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""
  },
  ""customer_value"": {
    ""predicted_clv"": 2975.37,
    ""priority_score"": 1742.68
  },
  ""recommended_action"": {
    ""action"": ""offer_discount"",
    ""channel"": ""email"",
    ""timing"": ""24h"",
    ""reason"": ""High value and high churn risk""
  },
  ""business_case"": {
    ""campaign_cost"": 200.0,
    ""expected_profit"": 1542.68,
    ""estimated_roi"": 7.71
  }
}

Provide a short business explanation containing:
1. Why the customer may churn.
2. Why the recommended action is appropriate.
3. What business value may be protected.
4. The most important next step for the retention team.

Use concise, professional business language. Do not invent information that is not present in the customer data."
12590,2,9864.26,145.06264705882353,122.39999999999999,120,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,11127.441062363629,0.1425963112107157,11127.441062363629,0.1425963112107157,1586.7320487077009,LOW,HIGH,HIGH_VALUE_LOW_RISK,"frequency_orders, orders_last_60d, spend_last_90d","monetary_total, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.",loyalty_program,app,7d,High value and low churn risk,60.0,1586.7320487077009,1526.7320487077009,25.44553414512835,"Customer 12590 is classified as HIGH_VALUE_LOW_RISK. Reason: High value and low churn risk. Recommended action: loyalty_program via app within 7d. Churn risk score is 0.14, predicted CLV is 11127. Expected profit is 1527 with estimated ROI of 25.45.","{""customer"": {""customer_id"": 12590, ""segment"": ""HIGH_VALUE_LOW_RISK""}, ""churn_prediction"": {""churn_score"": 0.1426, ""risk_drivers"": ""frequency_orders, orders_last_60d, spend_last_90d"", ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"", ""model_explanation"": ""Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""}, ""customer_value"": {""predicted_clv"": 11127.44, ""priority_score"": 1586.73}, ""recommended_action"": {""action"": ""loyalty_program"", ""channel"": ""app"", ""timing"": ""7d"", ""reason"": ""High value and low churn risk""}, ""business_case"": {""campaign_cost"": 60.0, ""expected_profit"": 1526.73, ""estimated_roi"": 25.45}}","You are a customer retention analyst.

Analyze the following customer information:

{
  ""customer"": {
    ""customer_id"": 12590,
    ""segment"": ""HIGH_VALUE_LOW_RISK""
  },
  ""churn_prediction"": {
    ""churn_score"": 0.1426,
    ""risk_drivers"": ""frequency_orders, orders_last_60d, spend_last_90d"",
    ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"",
    ""model_explanation"": ""Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""
  },
  ""customer_value"": {
    ""predicted_clv"": 11127.44,
    ""priority_score"": 1586.73
  },
  ""recommended_action"": {
    ""action"": ""loyalty_program"",
    ""channel"": ""app"",
    ""timing"": ""7d"",
    ""reason"": ""High value and low churn risk""
  },
  ""business_case"": {
    ""campaign_cost"": 60.0,
    ""expected_profit"": 1526.73,
    ""estimated_roi"": 25.45
  }
}

Provide a short business explanation containing:
1. Why the customer may churn.
2. Why the recommended action is appropriate.
3. What business value may be protected.
4. The most important next step for the retention team.

Use concise, professional business language. Do not invent information that is not present in the customer data."
12451,2,5307.82,27.219589743589744,20.4,127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,5838.342636547322,0.2709110713662418,5838.342636547322,0.2709110713662418,1581.6716586702441,LOW,HIGH,HIGH_VALUE_LOW_RISK,"frequency_orders, orders_last_60d, spend_last_90d","monetary_total, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.",loyalty_program,app,7d,High value and low churn risk,60.0,1581.6716586702441,1521.6716586702441,25.361194311170735,"Customer 12451 is classified as HIGH_VALUE_LOW_RISK. Reason: High value and low churn risk. Recommended action: loyalty_program via app within 7d. Churn risk score is 0.27, predicted CLV is 5838. Expected profit is 1522 with estimated ROI of 25.36.","{""customer"": {""customer_id"": 12451, ""segment"": ""HIGH_VALUE_LOW_RISK""}, ""churn_prediction"": {""churn_score"": 0.2709, ""risk_drivers"": ""frequency_orders, orders_last_60d, spend_last_90d"", ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"", ""model_explanation"": ""Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""}, ""customer_value"": {""predicted_clv"": 5838.34, ""priority_score"": 1581.67}, ""recommended_action"": {""action"": ""loyalty_program"", ""channel"": ""app"", ""timing"": ""7d"", ""reason"": ""High value and low churn risk""}, ""business_case"": {""campaign_cost"": 60.0, ""expected_profit"": 1521.67, ""estimated_roi"": 25.36}}","You are a customer retention analyst.

Analyze the following customer information:

{
  ""customer"": {
    ""customer_id"": 12451,
    ""segment"": ""HIGH_VALUE_LOW_RISK""
  },
  ""churn_prediction"": {
    ""churn_score"": 0.2709,
    ""risk_drivers"": ""frequency_orders, orders_last_60d, spend_last_90d"",
    ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"",
    ""model_explanation"": ""Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""
  },
  ""customer_value"": {
    ""predicted_clv"": 5838.34,
    ""priority_score"": 1581.67
  },
  ""recommended_action"": {
    ""action"": ""loyalty_program"",
    ""channel"": ""app"",
    ""timing"": ""7d"",
    ""reason"": ""High value and low churn risk""
  },
  ""business_case"": {
    ""campaign_cost"": 60.0,
    ""expected_profit"": 1521.67,
    ""estimated_roi"": 25.36
  }
}

Provide a short business explanation containing:
1. Why the customer may churn.
2. Why the recommended action is appropriate.
3. What business value may be protected.
4. The most important next step for the retention team.

Use concise, professional business language. Do not invent information that is not present in the customer data."
12501,1,2169.39,14.559664429530201,13.52,246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2497.832640240761,0.5870985663674242,2497.832640240761,0.5870985663674242,1466.473962111109,HIGH,HIGH,HIGH_VALUE_HIGH_RISK,"frequency_orders, recency_days, orders_last_60d","monetary_total, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.",offer_discount,email,24h,High value and high churn risk,200.0,1466.473962111109,1266.473962111109,6.332369810555544,"Customer 12501 is classified as HIGH_VALUE_HIGH_RISK. Reason: High value and high churn risk. Recommended action: offer_discount via email within 24h. Churn risk score is 0.59, predicted CLV is 2498. Expected profit is 1266 with estimated ROI of 6.33.","{""customer"": {""customer_id"": 12501, ""segment"": ""HIGH_VALUE_HIGH_RISK""}, ""churn_prediction"": {""churn_score"": 0.5871, ""risk_drivers"": ""frequency_orders, recency_days, orders_last_60d"", ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"", ""model_explanation"": ""Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""}, ""customer_value"": {""predicted_clv"": 2497.83, ""priority_score"": 1466.47}, ""recommended_action"": {""action"": ""offer_discount"", ""channel"": ""email"", ""timing"": ""24h"", ""reason"": ""High value and high churn risk""}, ""business_case"": {""campaign_cost"": 200.0, ""expected_profit"": 1266.47, ""estimated_roi"": 6.33}}","You are a customer retention analyst.

Analyze the following customer information:

{
  ""customer"": {
    ""customer_id"": 12501,
    ""segment"": ""HIGH_VALUE_HIGH_RISK""
  },
  ""churn_prediction"": {
    ""churn_score"": 0.5871,
    ""risk_drivers"": ""frequency_orders, recency_days, orders_last_60d"",
    ""protective_drivers"": ""monetary_total, spend_last_60d, trend_orders_30_vs_90"",
    ""model_explanation"": ""Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: monetary_total, spend_last_60d, trend_orders_30_vs_90.""
  },
  ""customer_value"": {
    ""predicted_clv"": 2497.83,
    ""priority_score"": 1466.47
  },
  ""recommended_action"": {
    ""action"": ""offer_discount"",
    ""channel"": ""email"",
    ""timing"": ""24h"",
    ""reason"": ""High value and high churn risk""
  },
  ""business_case"": {
    ""campaign_cost"": 200.0,
    ""expected_profit"": 1266.47,
    ""estimated_roi"": 6.33
  }
}

Provide a short business explanation containing:
1. Why the customer may churn.
2. Why the recommended action is appropriate.
3. What business value may be protected.
4. The most important next step for the retention team.

Use concise, professional business language. Do not invent information that is not present in the customer data."
18087,2,4055.7199999999993,2027.8599999999997,2027.8599999999997,7,1.0,852.8,1.0,852.8,1.0,852.8,1.0,1.0,1,1489.1341000693083,0.9842261747821256,1489.1341000693083,0.9842261747821256,1465.6447590488383,HIGH,HIGH,HIGH_VALUE_HIGH_RISK,"monetary_mean, monetary_median, frequency_orders","monetary_total, recency_days, trend_orders_30_vs_90","Main churn-risk drivers: monetary_mean, monetary_median, frequency_orders. Main factors reducing churn risk: monetary_total, recency_days, trend_orders_30_vs_90.",offer_discount,email,24h,High value and high churn risk,200.0,1465.6447590488383,1265.6447590488383,6.328223795244192,"Customer 18087 is classified as HIGH_VALUE_HIGH_RISK. Reason: High value and high churn risk. Recommended action: offer_discount via email within 24h. Churn risk score is 0.98, predicted CLV is 1489. Expected profit is 1266 with estimated ROI of 6.33.","{""customer"": {""customer_id"": 18087, ""segment"": ""HIGH_VALUE_HIGH_RISK""}, ""churn_prediction"": {""churn_score"": 0.9842, ""risk_drivers"": ""monetary_mean, monetary_median, frequency_orders"", ""protective_drivers"": ""monetary_total, recency_days, trend_orders_30_vs_90"", ""model_explanation"": ""Main churn-risk drivers: monetary_mean, monetary_median, frequency_orders. Main factors reducing churn risk: monetary_total, recency_days, trend_orders_30_vs_90.""}, ""customer_value"": {""predicted_clv"": 1489.13, ""priority_score"": 1465.64}, ""recommended_action"": {""action"": ""offer_discount"", ""channel"": ""email"", ""timing"": ""24h"", ""reason"": ""High value and high churn risk""}, ""business_case"": {""campaign_cost"": 200.0, ""expected_profit"": 1265.64, ""estimated_roi"": 6.33}}","You are a customer retention analyst.

Analyze the following customer information:

{
  ""customer"": {
    ""customer_id"": 18087,
    ""segment"": ""HIGH_VALUE_HIGH_RISK""
  },
  ""churn_prediction"": {
    ""churn_score"": 0.9842,
    ""risk_drivers"": ""monetary_mean, monetary_median, frequency_orders"",
    ""protective_drivers"": ""monetary_total, recency_days, trend_orders_30_vs_90"",
    ""model_explanation"": ""Main churn-risk drivers: monetary_mean, monetary_median, frequency_orders. Main factors reducing churn risk: monetary_total, recency_days, trend_orders_30_vs_90.""
  },
  ""customer_value"": {
    ""predicted_clv"": 1489.13,
    ""priority_score"": 1465.64
  },
  ""recommended_action"": {
    ""action"": ""offer_discount"",
    ""channel"": ""email"",
    ""timing"": ""24h"",
    ""reason"": ""High value and high churn risk""
  },
  ""business_case"": {
    ""campaign_cost"": 200.0,
    ""expected_profit"": 1265.64,
    ""estimated_roi"": 6.33
  }
}

Provide a short business explanation containing:
1. Why the customer may churn.
2. Why the recommended action is appropriate.
3. What business value may be protected.
4. The most important next step for the retention team.

Use concise, professional business language. Do not invent information that is not present in the customer data."
